Name,Overview,Duration,Min_req,Branch/Intake,Career Prospects,Fees,,
Bachelor of Design (Honours) in Fashion Design,"This programme integrates theoretical and specialized practical knowledge to prepare students for careers in the fashion industry. Professional seeking to upgrade skills in apparel construction, pattern making, draping, tailoring and other related fashion design related areas can also pursue this programme for career enhancement. The curriculum blends creative and intellectual approaches to visual-design innovations encompassing learning in both traditional and computer-generated designs. This stimulates students to develop their own sense of design and style and enable graduated to excel in the competitive local and international fashion industry.

This programme is designed with a focus on acquiring the technical and professional skills required by the fashion industry. At the same time, it hones students personal fashion signature and prepares them for entry-level employment namely costume designer, assistant fashion buyer, fashion designer or seamstress.

Whether you want to make your mark as a designer, fashion stylist, or the force behind driving demand for the latest designs, this programme ensures that you will be all prepared for a thriving and creative industry.", Duration:3 Years ,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Arts(Track C)/relevant diploma 
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language
AND
Pass a specified portfolio test conducted by TARUMT","Intakes:
YEAR 1 : JUNE & NOV
YEAR 2 : JUNE & NOV

Campus:Kuala Lumpur Main Campus ","Fashion & Image Consultant
Fashion & Apparel Designers
Garment Manufacturing Designers
Garment and Textile Designers
Fashion Designers
Fashion and Textile Buyers
Fashion and Textile Merchandisers
Costume for Performing Arts Designers
Fashion Retails
Retail Buyers
Pattern & Marker Makers
Visual Merchandisers
Fashion Event Organisers
Production Assistants
Fashion Stylists
Fashion Illustrators
Wardrobe Assistants","Estimated Total Fees: RM35,300 (Malaysian Students), RM61,800 (International Students)

The estimated total fees may vary by 10%.",,
Bachelor of Finance (Honours),This programme aims to produce graduates who are equipped with the knowledge and core competencies necessary for pursuing a demanding career in the ever changing and dynamic financial industry., Duration:3 years,"STPM: Minimum Grade C+ in 2 relevant subjects
A Level: Minimum Grade D in 2 relevant subjects  
UEC: Grade B in 5 relevant subjects 
other IHL: relevant foundation/Diploma (with minimum CGPA 2.5000) accredited by MQA
TARUMT: Foundation in Business/relevant diploma (with minimum CGPA 2.5000)
AND
SPM Credit/O Level Grade C in mathematics/UEC Grade B in one Mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language", Campus:KL Main Campus (N/343/6/0250)(12/22)(MQA/FA 9323)," Graduates may seek employment in banks and financial institutions in the following areas:
Financial Analysis
Asset Management
Wealth Management
Investment Management
Businsess Analysis
Foreign Exchange
Bonds
Derivatives & etc","Estimated Total Fees: RM33,600 (Malaysian Student), RM59,000 (International Student)",,
Bachelor of Finance and Investment (Honours),"The programme aims to produce competitive graduates with intellectual, creative & cognitive skills and with strong technical knowledge in finance and investment necessary to support the ever changing and growing financial services industry.", Duration:3 years,"STPM: Minimum Grade C+ in 2 relevant subjects
A Level: Minimum Grade D in 2 relevant subjects  
UEC: Grade B in 5 relevant subjects 
other IHL: relevant foundation/Diploma (with minimum CGPA 2.5000) accredited by MQA
TARUMT: Foundation in Business/relevant diploma (with minimum CGPA 2.5000)
AND
SPM Credit/O Level Grade C in mathematics/UEC Grade B in one Mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language

","Campus:KL Main Campus (R/343/6/0339)(09/23)(MQA/FA 3894), Penang (N/0412/6/0001)(03/27)(MQA/PA 15328)"," Graduates of Bachelor of Finance & Investment (Honours) can secure employment in banks, financial institutions and intermediaries in the following areas:
Fund Management
Treasury Management
Financial Analysis
Foreign Exchange and Derivatives & etc","Estimated Total Fees: RM33,800 (Malaysian Student), RM59,400 (International Student)",,
Bachelor of Science (Hons) in Food Science,"This programme applies the pure science subjects, such as chemistry, biochemistry, nutrition, biology and microbiology to the study of the nature, properties and composition of foods. It also covers the changes which they undergo during storage and processing including transformation into safe and quality food products for consumers. Graduates will be given exposures to areas in functional foods leading to healthy and vibrant lifestyle. In addition, this programme prepares graduates with advanced laboratory skills and current techniques in food science including those related to safety practices and standards, leading to the professionalism in the area of food science.

Graduates of this programme, therefore, will have developed a range of skills which will enable them to occupy production and managerial positions in food and food-related industries, consulting laboratories, government organisations and regulatory bodies. This programme also aims to prepare technically competent graduates to venture into entrepreneurship and new product developments in food industry.",Duration:3 years,"STPM:  Grade C in 2 relevant subject which must include Chemistry
A Level: Grade D in 2 relevant subject which must include Chemistry
UEC: Grade B in 5 relevant subjects which must include Chemistry
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Science(Track A/B)/diploma in Food Science
AND
SPM Pass/O Level Grade E (Pass) in mathematics/UEC Grade C in one mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake:February, June & November
Campus:KL Main Campus ","Food Technologists
Food Chemists
Quality Control/Assurance Executives
Food Product Development Specialists
Food Product Specialists
Nutrition Executives
Food Microbiologists
Food Researchers
Food Services Executives
Industrial/Retail Buyers
Marketing & Sales Executives","Estimated Total Fees: RM35,100 (Malaysian Student), RM61,200 (International Student)

The estimated total fees may vary by 10%. ",,
Bachelor of Design (Honours) in Graphic Design,"The Bachelor of Design (Honours) in Graphic Design programme nurtures your design capabilities across a range of creative industry-relevant practices from commercial, education, to the environment, cultural, and communities. The programme focuses on graphical aspects of print, illustration and interactive design which contributes to the problem-solving challenges in any area of visual communication.

Throughout the programme, you will develop skills in design management, creative portfolio and design research. You will be managing a range of group and individual projects, in which you will demonstrate effective organisation and production of your work. Courses offered focus on moving you from broad-based learning to your own design research investigations, where you will focus on your specialism in preparation for your final year graduation showcase project.

The programme also encompasses a semester of industrial training as you will be attached to an established industry network, helping you to gain insights and skills you need as an industry-ready graduate. During your internship, you will further develop and enhance your portfolio needs, preparing for a better future career prospect.",Duration:3 Years,"STPM:  Grade C in 2 relevant subject 
A Level: Grade D in 2 relevant subject 
UEC: Grade B in 5 relevant subjects 
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Arts(Track C)/relevant diploma
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language
AND
pass a specified portfolio test conducted by TARUMT","Intakes:
YEAR 1 : JUNE & NOV
YEAR 2 : JUNE & NOV

Campus:Kuala Lumpur Main Campus ","Educators
Visualisers
Illustrators
Typographers
Art Directors
Photographers
Brand Designers
Signage Designers
Graphic Designers
Design Consultants
In-House Designers
Packaging Designers
Web Page Designers
Marketing Managers
Interaction Designers
General Merchandisers
Instructional Designers
Event Display Designers
Communication Designers
Sales Promotion Designers
Advertising Agencies & Publishing Agencies","Estimated Total Fees: RM35,100 (Malaysian Students), RM61,400 (International Students)

The estimated total fees may vary by 10%.",,
Bachelor of Gastropreneurship (Honours),"A programme that brings together the world of culinary, gastronomy and entrepreneurship. The culinary component trains students in fundamental skills in the preparation and presentation of various food products. The gastronomy part is directed at the knowledge in physical, chemical and biological properties of food to enable food innovation and development of new food products. The entrepreneurship element develops students’ entrepreneurial know-how and sharpen their business acumen to lead, manage and even launch their own food-based business in the dynamic F & B industry.",Duration:3 years,"STPM:  Grade C in 2 relevant subjects
A Level: Grade D in 2 relevant subjects
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Arts(Track B)/Relevant Diploma 
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake:July & November
Campus:PK - Perak Branch Campus  ","Food and beverage industry
Food entrepreneurs
Restauranteurs
Chef
New product development chef
Food innovators
Commercial food companies
Bakery and confectionery industry
Food industry administrators
Corporate food service & catering
Hotel and Events F&B
Food Stylists","Estimated Total Fees: RM34,100 (Malaysian Student)

The estimated total fees may vary by 10%. ",,
Bachelor of Hospitality and Catering Management (Honours),"This programme aims to provide students with in-depth knowledge and skills, critical thinking skills, creativity and innovation in the hospitality as well as catering industry. It will produce graduates who are competent in hospitality and catering management with relevant theoretical knowledge to give professional and ethical services to the public. It also aims to inculcate in students the practice of reliable work culture, keeping in mind the sense of accountability to the community in terms of practicing safe and responsible hospitality and catering management. 

This programme is one of the hospitality management courses/programmes in Malaysia which has obtained full accreditation by Malaysian Qualifications Agency. ",Duration:3 years,"STPM:  Grade C in 2 relevant subjects
A Level: Grade D in 2 relevant subjects
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Arts(Track B)/Relevant Diploma 
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake:July & November
Campus:PK - Perak Branch Campus","Hotels and Resorts
Clubs and Associations
PR and Event Management
Sales and Marketing
Convention Centres
Food and Beverage
Food Court Operations
Commercial Caterers
Restaurant Chains","Estimated Total Fees: RM34,300 (Malaysian Student)

The estimated total fees may vary by 10%. ",,
Bachelor of Hospitality Management (Honours),"The hospitality industry is diverse in nature and provides abundant job opportunities worldwide. Being one of the popular hospitality degrees in Malaysia, this programme is aimed to guide students through a progression route for rapid advancement in the career with the industry upon graduation. Technical skills in both food and beverage and rooms divisions, as well as managerial and personal skills are incorporated into the programme to facilitate employment opportunities among local or international establishments.

This programme is one of the hospitality management courses/programmes in Malaysia which has obtained full accreditation by Malaysian Qualifications Agency.",Duration:3 years,"STPM:  Grade C in 2 relevant subjects
A Level: Grade D in 2 relevant subjects
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Arts(Track B)/Relevant Diploma 
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake:July, November & February
Campus:KL – Kuala Lumpur Main Campus","Hotels, Resorts and Spas
Theme Parks
Cruises
Airlines
MICE
Catering and Services Companies & Clubs","Estimated Total Fees: RM33,800 (Malaysian Student), RM59,100 (International Student)

The estimated total fees may vary by 10%. ",,
Bachelor of Business (Honours) in Human Resource Management,The programme aims to produce graduates who are well equipped with the knowledge and core competencies required for effective human resource management in the dynamic and competitive business environment., Duration:3 years,"STPM: Minimum Grade C in 2 relevant subjects
A Level: Minimum Grade D in 2 relevant subjects
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Business/Relevant Diploma 
AND
SPM Credit/O Level Grade C in Mathematics/UEC Grade B in one Mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language", Campus:KL Main Campus (R/345/6/0426)(09/23)(MQA/FA 3895)," Graduates of Bachelor of Business (Honours) in Human Resource Management may seek employment in the following areas: 
Human Resource Administration and Management
Human Resource Consultancy
Training and Development
Recruitment
Compensation and Benefit
Industrial Relations & etc ","Estimated Total Fees: RM34,000 (Malaysian Student), RM59,800 (International Student)",,
Bachelor of Information Technology (Honours) in Information Security,"This programme is designed to equip students with technical abilities and knowledge of the information security in the areas of Internet Security, Vulnerability Assessment and Penetration Testing, Information Assurance and Security, Systems Administration and Software Security. In addition, students have the opportunity to learn about computer networking and software development. Students will learn and be trained on how to detect, prevent and defend organisations’ systems from unauthorised access.

Electives courses like Digital Forensics, Network Forensics, Security Assessment and Risk Management, Artificial Intelligence, Mobile Application Development, Internet of Things, Cloud Computing and Blockchain Application Development will be offered to students undergoing this programme.

Students will have an opportunity to work with the industry through their 6 months of industrial training and carry out real-life projects in information security. All such training will add value to their qualification and increase their employment opportunities.", Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/relevant Diploma (with minimum CGPA 2.5000) accredited by MQA
TARUC: Foundation in Computing(Track B)/relevant diploma (with minimum CGPA 2.5000)
AND
SPM Credit/O Level Grade C in mathematics/UEC Grade B in one mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Campuses:KL - Kuala Lumpur Main Campus  

Intake:
Year 1 Intake: June, November
Year 2 Intake: June"," Career Prospects:
Information Security Analysts
Information Security Consultants
Information Security Managers
Information Security Engineers
Information Security Administrators
Information Security Auditors
Forensics Analysts
Forensics Investigators
Security Software Developers
Mobile Application Developers
Network Security Engineers","Estimated Total Fees : RM33,800 (Malaysian Student), RM60,400 (International Student)

The estimated total fees may vary by 10%",,
Bachelor of Computer Science (Honours) in Interactive Software Technology,"This programme aims to teach students the technical knowledge and skills in computer science with a further focus on the design and development of interactive software such as mobile applications, video games, simulations, virtual reality, electronic magazines, educational and training materials. These interactive applications can then be utilized by the entertainment industry, businesses as well as in education.

The students from this programme will study Computer Game Studies, Mathematics for Games Technology, Computer Game Programming, Software Engineering, Mobile Application Development, Artificial Intelligence, Graphics Programming and Human Computer Interaction.

Electives courses like Advanced Computer Game Programming, Digital Illustration, Computer Game Design, Virtual Reality, 3D Animation and 3D Game Development will be offered to students undergoing this programme.", Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/relevant Diploma (with minimum CGPA 2.5000) accredited by MQA
TARUC: Foundation in Computing(Track A)/relevant diploma (with minimum CGPA 2.5000)
AND
SPM Credit in Additional mathematics/O Level Grade C in mathematics-Additional/UEC Grade B in one mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Campuses:KL - Kuala Lumpur Main Campus  
Intake:
Year 1 Intake: June
Year 2 Intake: June","Career Prospects:
Games Designers
Games Programmers
Games Software Engineers
Games Producers
Games Testers
Technical Lead
Web Designers
Multimedia Developers
Software Developers
Mobile Application Developers
Systems Analysts","Estimated Total Fees : RM 35,100 (Malaysian Student), RM61,200 (International Student)

The estimated total fees may vary by 10%",,
Bachelor of Interior Architecture (Honours),"The Bachelor of Interior Architecture (Honours) programme is geared to produce graduates and equip them with in-depth knowledge and skills that are essential to work as professionals in the interior design, architectural sector and research field. Graduates will be well trained to develop competencies in being conceptual design and planning thinkers in all areas within the interior design disciplines such as interior design consultancy, design of stage, lighting and furniture and design research development for the betterment of the human environment. 
 
Graduates will enjoy good prospects for employment in various sectors ranging from interior design and architectural practices, interior contractors, and other organisations within the interior architecture sector. The Bachelor of Interior Architecture (Honours) is a pre-professional programme that provide an effective pathway for the graduates to be Registered Interior Designer upon the passing of LAM Professional Examinations.",Duration:3½ Years,"STPM: Minimum Grade C in 2 relevant subjects listed in Schedule A
A Level: Minimum Grade D in 2 relevant subjects  listed in Schedule A
UEC: Grade B in 5 relevant subjects  listed in Schedule A
other IHL: relevant foundation/Diploma accredited by MQA
TARUMT: Foundation in Arts (Track A)/relevant diploma
AND
SPM Credit/O Level Grade C/UEC Grade B in Mathematics
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language
AND
Pass in Portfolio interview conducted by TARUMT

Schedule A
-----------
STPM Qualification: Geografi, Ekonomi, Perakaunan, Mathematics (M), Mathematics (T), Further Mathematics, Physics, Chemistry, Biology, Information and Communication Technology (ICT), Pengajian Perniagaan, Pengajian Am, Bahasa Melayu, Sejarah and any other relevant technical subjects.
A Level Qualification: Applied Information and Communication Technology, Computer Science, Law, Psychology, Sociolody, Geography, Economics, Accounting, Pure mathematics, Mathematics, Mathematics-Further, Physics, Chemistry, Biology, Computing, Business Studies and other relevant technical subjects.
UEC Qualification: Malay Language, English Language, Chinese Language History, Geography, Economics, Accounting, Mathematics, Advanced Mathematics, Advanced Mathematics (I), Advanced Mathematics (II), Physics, Chemistry, Biology, Computing and Information Technolody, Business Studies, Book Keeping and Accounts and any other relevant technical subjects.","Intake:uly

Campus:KL Main Campus","Graduates of this programme can be employed as

Interior and Spatial Designer
Furniture and Manufacturer Designer
Visual Merchandising Designer
Fit-out and Retail Designer
Set and Production Designer
Exhibition Designer
Interior Landscaping Designer
Interior Conservation and Lighting Consultant
Colour Specialty Consultant
Computer Modelling and Animation
Facilities Space Programming
Kitchen and Bath Design Consultant
Document Drafting and Detailing"," Estimated Total Fees: (RM) 37,900 – Malaysian Students

                                           (RM) 66,400 – International Students

The estimated total fees may vary by 10%.",,"Estimated Total Fees: (RM) 37,900  Malaysian Students"
Bachelor of Business (Honours) in International Business,This programme aims to produce graduates who are equipped with the knowledge and core competencies and dispositions required of business personnel working in competitive business environment in this globalised world., Duration:3 years,"STPM: Minimum Grade C in 2 relevant subjects
A Level: Minimum Grade D in 2 relevant subjects
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Business/Relevant Diploma 
AND
SPM Credit/O Level Grade C in Mathematics/UEC Grade B in one Mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language", Campus:KL Main Campus (R/340/6/0342)(09/23)(MQA/FA 3896)," Graduates of Bachelor of Business (Honours) in International Business may seek employment with any organisations, local or international in the following areas:","Estimated Total Fees: RM34,000 (Malaysian Student), RM59,800 (International Student)",,
Bachelor of Business (Honours) International Business Management,This programme aims to produce graduates who are equipped with the knowledge and core competencies and dispositions required of business personnel working in competitive business environment in this globalised world., Duration:3 years,"STPM: Minimum Grade C in 2 relevant subjects
A Level: Minimum Grade D in 2 relevant subjects
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Business/Relevant Diploma 
AND
SPM Credit/O Level Grade C in Mathematics/UEC Grade B in one Mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language", Campus:Penang Branch Campus (N/345/6/1054)(08/22)(MQA/FA 7544)," Graduates of Bachelor of Business (Honours) International Business Management may seek employment with any organisations, local or international in the following areas:","Estimated Total Fees: RM34,000 (Malaysian Student), RM59,800 (International student)",,
Bachelor of Information Technology (Honours) in Internet Technology,"The growth and development of the Internet is rapid and innovative. This phenomenon has enabled many companies to use web-based systems to operate their business processes in more efficient, effective and innovative ways. The use of the Internet has also led companies to be competitive.

This programme produces graduates who have the in-depth knowledge and skills that are essential to work as professionals in the web development, mobile development, IOT applications and computer networking sectors. Graduates will also be equipped with knowledge and skills in Enterprise Web Applications, Web Engineering, Emerging Web Technologies and Internet Security.

Elective courses like Internet of Things, Electronic Commerce, Mobile Application Development, Advanced Database Management, Systems Administration, Artificial Intelligence, Cloud Computing and Blockchain Application Development will be offered to students undergoing this programme.

Students will have an opportunity to work with the industry through their 6 months of industrial training and carry out real-life projects on web development and computer networking. All such training will add value to their qualification and increase their employment opportunities.",Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/relevant Diploma (with minimum CGPA 2.5000) accredited by MQA
TARUC: Foundation in Computing(Track B)/relevant diploma (with minimum CGPA 2.5000)
AND
SPM Credit/O Level Grade C in mathematics/UEC Grade B in one mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language"," Campuses:KL - Kuala Lumpur Main Campus.PG - Penang Branch Campus

Intake:
Year 1 Intake: June (KL, PG); November (KL)
Year 2 Intake: June (KL, PG); November (KL)"," Career Prospects:
Web Developers
Multimedia Developers
Mobile Application Developers
Systems Analysts
Network Engineers
IT Consultants
IT Managers
IoT Developers","Estimated Total Fees : RM34,600 (Malaysian Student), RM60,400 (International Student)

The estimated total fees may vary by 10%",,
Bachelor of Communication (Honours) in Journalism,"This programme caters for students who wish to develop a successful career in the journalism and media industry. With industry driven content, the programme offers a teaching and experiential learning experience that prepares students with enhanced and progressive skills for professional media reporting. With a focus on an enriching learning experience, the programme prepares students for a challenging and fast evolving media world. The programme also explores the local Malaysian and global media context to produce graduates that are highly employable in the industry.",Duration:3 Years ,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/ Diploma  accredited by MQA
TARUC: Foundation in Arts(Track C)/relevant diploma
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake:
YEAR 1 : JUNE & NOV
YEAR 2 : JUNE & NOV

Campus:Kuala Lumpur Main Campus ","Career Prospects:
Journalists
Writers
Reporters
Copy Editors
Editors
Communications Executives
Content Writers","Estimated Total Fees: RM 34,300 (Malaysian Students), RM60,100 (International Students)

The estimated total fees may vary by 10%.",,
Bachelor of Business (Honours) in Logistics and Supply Chain Management,This programme aims to produce graduates who are equipped with the knowledge and core competencies required for effective logistics and supply chain management in the dynamic and competitive business environment., Duration:3 years,"STPM: Minimum Grade C in 2 relevant subjects
A Level: Minimum Grade D in 2 relevant subjects
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Business/Relevant Diploma 
AND
SPM Credit/O Level Grade C in Mathematics/UEC Grade B in one Mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language",Campus:KL Main Campus (R/345/6/0427)(09/23)(MQA/FA 3915)," Graduates of Bachelor of Business (Honours) in Logistics & Supply Chain Management can seek gainful employment in any industries with logistics functions such as:
Transportations
Manufacturing
Engineering
Trading
Retailing & etc","Estimated Total Fees: RM34,200 (Malaysian Student), RM60,000 (International Student)",,
Bachelor of Business (Honours) in Marketing,"This programme aims to produce competitive graduates with intellectual, creative & cognitive skills and with strong entrepreneurial spirit necessary for the growing business sector. It seeks to further enhance the knowledge and skills of students in the field of marketing.", Duration:3 years,"STPM: Minimum Grade C in 2 relevant subjects
A Level: Minimum Grade D in 2 relevant subjects
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Business/Relevant Diploma 
AND
SPM Credit/O Level Grade C in Mathematics/UEC Grade B in one Mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language", Campus:KL Main Campus (R/342/6/0083)(09/23)(MQA/FA 3916)," Graduates of Bachelor of Business (Honours) in Marketing can seek employment in the following areas:
Sales and Marketing
Market Research
Advertising and Promotion
International Marketing
Product Development & etc","Estimated Total Fees: RM34,200 (Malaysian Student), RM60,000 (International Student)",,
Bachelor of Mechanical Engineering with Honours,"Mechanical engineering is the broadest among all engineering disciplines. Thus, most of the modern-day inventions are due to knowledge and application of mechanical engineering. Ranging from simple machinery to supersonic jets and self-driving vehicles, mechanical engineers were always involved from the inception of an idea to the creation of the market-ready product. Graduates trained under mechanical engineering will be equipped with the know-how and skills to work in a wide spectrum of industries such as manufacturing, automotive, modern agriculture, bio-medical, building services and product design. They are well prepared to contribute to the modern world, fulfilling the needs of the Fourth Industrial Revolution (IR 4.0).",Duration:4 years,"STPM:  Grade C in Physics and Mathematics/Further Mathematics
A Level: Grade D in Physics and Mathematics
UEC: Grade B in 5 relevant subjects which must include Physics and Advanced Mathematics
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Engineering/Relevant Diploma 
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake:January, May/June, November (Selected programme)
Campus:KL Main Campus"," Graduates with bachelor degree would find career opportunities as an engineer in various sectors, but not limited to mechanical, manufacturing, process and production, design and development, consultancy and also research and development (R&D). Employment opportunities as equipment or facilities engineer are on the rise nowadays, alongside quality assurance sector.

•Mechanical Engineers

•Design & Development Engineers

•Process/Manufacturing Engineers/Production Engineers

•Equipment/Facilities Engineers

•Service/Technical Support/Field Application Engineers

•Quality Assurance Engineers/ Sales Engineers

•Automation & System Integration Engineers","Estimated Total Fees: (RM) 41,000 (Malaysian Student), RM71,500 (International Student).

The estimated total fees may vary by 10%. ",,
Bachelor of Mechatronics Engineering with Honours,"Mechatronics is a multidisciplinary engineering branch incorporating Mechanical, Electronics, Control, Networking and Software systems. The synergy of these systems are widely used in multiple industries which typically include automation and system integration. Graduates are therefore involved in almost all levels of various sectors, namely: design, development, applications, manufacturing and advanced research.",Duration:4 years,"STPM:  Grade C in Physics and Mathematics/Further Mathematics
A Level: Grade D in Physics and Mathematics
UEC: Grade B in 5 relevant subjects which must include Physics and Advanced Mathematics
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Engineering/Relevant Diploma 
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake:January, May/June, November (Selected programme)
Campus:KL Main Campus","Encompassing mechanical, electronics and control aspects, graduates who were trained under mechatronics engineering would find job opportunities in automation, robotics, instrumentation & control and systems engineering sectors. Having a solid fundamental knowledge, graduates are also able to venture into design, research and development, engineering services, autonomous system engineering and/or jobs that are in-line with the Fourth Industrial Revolution (IR 4.0)
•Mechatronics Engineers
•Design & Development Engineers
•Service/ Technical Support/ Field Application Engineers
•Instrumentation & Control Engineers
•Automation & System Integration Engineers
•Sales Engineers
•Control Engineers
•Robotics Engineers
•Autonomous System Engineers","Estimated Total Fees: (RM) 41,000 (Malaysian Student), RM71,500(International Student).

The estimated total fees may vary by 10%. ",,
Bachelor of Science (Honours) in Management Mathematics with Computing,"This programme is a multi-disciplinary blend with Management Mathematics as the major, Computing as the minor and Economics or Accounting Methods as the associate study. Management Mathematics covers mathematical techniques, including resource allocation and planning, optimisation, project management, quantitative decision, applied statistics, quality control and financial mathematics. Computing courses prepare students for software design and development including skills on programming and information management.

This programme also prepares graduates to branch into other disciplines for further academic pursuit such as master in business management, statistics, and information technology.

It also lays the foundation for graduates to achieve further professional qualifications in actuary, financial planning, financial analysis and risk management.", Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/ Diploma accredited by MQA
TARUC: Foundation in Science(Track A)/relevant diploma 
AND
SPM Credit/O Level Grade C in mathematics/UEC Grade B in one mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Campuses:KL - Kuala Lumpur Main Campus  

Intake:
Year 1 Intake: June
Year 2 Intake: June","Career Prospects:
Officers in financial institutions such as banks, insurance firms, and investment houses
Quantitative Analysts
Quality Managers
Research Officers
Investment Analysts
Financial Analysts
Management Consultants
Financial Planners and Advisors
Pricing Analysts
Market Risk Managers
Credit Risk Managers
Asset/Liability Managers
IT Managers
Programmers","Estimated Total Fees : RM 34,100 (Malaysian Student), RM59,500 (International Student)

The estimated total fees may vary by 10%",,
Bachelor of Communication (Honours) in Media Studies,"This programme takes the relationships between media and society to a greater height where students are exposed to various actors, interests and issues that revolve around the media systems. Students will acquire knowledge concerning media policies, industries, audiences, cultures and social concerns. This programme further complements students' conceptual understanding with research, writing, computing and organisational skills that will enhance their competitiveness in the employment market.",Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/ Diploma accredited by MQA
TARUC: Foundation in Arts(Track C)/relevant diploma 
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake: 
YEAR 1 : JUNE & NOV
YEAR 2 : JUNE & NOV

Campus:Kuala Lumpur Main Campus "," Career Prospects:
Advertising
Public Relations
Producers of Information
Media Writers and Educators
Broadcasting
Media Planners","Estimated Total Fees: RM 34,000 (Malaysian Students), RM59,600 (International Students)

The estimated total fees may vary by 10%.",,
